Year,LOBBYIST_ID,EMPLOYER_ID,CLIENT_ID,LOBBYIST_SALUTATION,LOBBYIST_FIRST_NAME,LOBBYIST_MIDDLE_INITIAL,LOBBYIST_LAST_NAME,LOBBYIST_SUFFIX,EMPLOYER_NAME,CLIENT_NAME,Column A,CONTRIBUTION_ID,PERIOD_START,PERIOD_END,CONTRIBUTION_DATE,RECIPIENT,AMOUNT,LOBBYIST_ID,LOBBYIST_FIRST_NAME,LOBBYIST_LAST_NAME,CREATED_DATE,CONTRIBUTION_DATE3,recipient_surname,CLIENT.INDUSTRY,ORIGINAL.CLIENT.NAME
2013,15305,7081,15001,,MICHAEL,J,KASPER,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,2086,4235,2013-04-01,2013-06-30,2013-05-09,Alderman Will Burns,1000.00,15305,MICHAEL,KASPER,2013-09-24,2013-05-09,Burns,HOSPITALITY / RESTAURANT,SMG
2013,15305,7081,15001,,MICHAEL,J,KASPER,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,2489,4234,2013-04-01,2013-06-30,2013-06-07,Alderman Patrick J. O'Connor,500.00,15305,MICHAEL,KASPER,2013-09-24,2013-06-07,O'Connor,HOSPITALITY / RESTAURANT,SMG
2013,15305,7081,15001,,MICHAEL,J,KASPER,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,2490,4232,2013-04-01,2013-06-30,2013-06-07,11th Ward Democratic Party,500.00,15305,MICHAEL,KASPER,2013-09-24,2013-06-07,NA,HOSPITALITY / RESTAURANT,SMG
2013,15305,7081,15001,,MICHAEL,J,KASPER,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,2491,4238,2013-01-01,2013-03-31,2013-03-12,Alderman Michelle Harris,500.00,15305,MICHAEL,KASPER,2013-09-24,2013-03-12,Harris,HOSPITALITY / RESTAURANT,SMG
2013,15305,7081,15001,,MICHAEL,J,KASPER,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,2514,4435,2013-07-01,2013-09-30,2013-09-05,Alderman Ricardo Munoz,250.00,15305,MICHAEL,KASPER,2013-10-16,2013-09-05,Munoz,HOSPITALITY / RESTAURANT,SMG
2013,15305,7081,15001,,MICHAEL,J,KASPER,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,2515,4434,2013-07-01,2013-09-30,2013-07-19,Alderman Tom Tunney,500.00,15305,MICHAEL,KASPER,2013-10-16,2013-07-19,Tunney,HOSPITALITY / RESTAURANT,SMG
2013,15305,7081,15001,,MICHAEL,J,KASPER,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,2889,4240,2013-01-01,2013-03-31,2013-02-21,Alderman Brendan Reilly,500.00,15305,MICHAEL,KASPER,2013-09-24,2013-02-21,Reilly,HOSPITALITY / RESTAURANT,SMG
2013,15305,7081,15001,,MICHAEL,J,KASPER,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,514,4239,2013-01-01,2013-03-31,2013-02-21,Alderman Jason Ervin,300.00,15305,MICHAEL,KASPER,2013-09-24,2013-02-21,Ervin,HOSPITALITY / RESTAURANT,SMG
2013,15305,7081,15001,,MICHAEL,J,KASPER,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,883,4241,2013-01-01,2013-03-31,2013-02-21,"Alderman Proco ""Joe"" Moreno",300.00,15305,MICHAEL,KASPER,2013-09-24,2013-02-21,Moreno,HOSPITALITY / RESTAURANT,SMG
2013,15306,7081,15001,Mr.,COURTNEY,C,NOTTAGE,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,1350,5043,2013-10-01,2013-12-31,2013-12-17,Alderman Debra Silverstein,500.00,15306,COURTNEY,NOTTAGE,2014-01-07,2013-12-17,Silverstein,HOSPITALITY / RESTAURANT,SMG
2013,15306,7081,15001,Mr.,COURTNEY,C,NOTTAGE,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,136,4251,2013-01-01,2013-03-31,2013-02-21,Alderman Jason Ervin,300.00,15306,COURTNEY,NOTTAGE,2013-09-24,2013-02-21,Ervin,HOSPITALITY / RESTAURANT,SMG
2013,15306,7081,15001,Mr.,COURTNEY,C,NOTTAGE,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,137,4245,2013-01-01,2013-03-31,2013-03-12,Alderman Michelle Harris,500.00,15306,COURTNEY,NOTTAGE,2013-09-24,2013-03-12,Harris,HOSPITALITY / RESTAURANT,SMG
2013,15306,7081,15001,Mr.,COURTNEY,C,NOTTAGE,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,1690,4250,2013-01-01,2013-03-31,2013-01-16,Alderman George Cardenas,500.00,15306,COURTNEY,NOTTAGE,2013-09-24,2013-01-16,Cardenas,HOSPITALITY / RESTAURANT,SMG
2013,15306,7081,15001,Mr.,COURTNEY,C,NOTTAGE,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,1691,4335,2013-07-01,2013-09-30,2013-09-05,Alderman Ricardo Munoz,250.00,15306,COURTNEY,NOTTAGE,2013-10-07,2013-09-05,Munoz,HOSPITALITY / RESTAURANT,SMG
2013,15306,7081,15001,Mr.,COURTNEY,C,NOTTAGE,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,1692,4332,2013-07-01,2013-09-30,2013-07-19,The Burnham Committee Alderman Ed Burke,500.00,15306,COURTNEY,NOTTAGE,2013-10-07,2013-07-19,Burke,HOSPITALITY / RESTAURANT,SMG
2013,15306,7081,15001,Mr.,COURTNEY,C,NOTTAGE,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,2087,4252,2013-04-01,2013-06-30,2013-06-07,Alderman Michele Smith,250.00,15306,COURTNEY,NOTTAGE,2013-09-24,2013-06-07,Smith,HOSPITALITY / RESTAURANT,SMG
2013,15306,7081,15001,Mr.,COURTNEY,C,NOTTAGE,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,2090,4333,2013-07-01,2013-09-30,2013-07-19,Alderman James Cappleman,250.00,15306,COURTNEY,NOTTAGE,2013-10-07,2013-07-19,Cappleman,HOSPITALITY / RESTAURANT,SMG
2013,15306,7081,15001,Mr.,COURTNEY,C,NOTTAGE,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,2091,4334,2013-07-01,2013-09-30,2013-07-19,Alderman Tom Tunney,500.00,15306,COURTNEY,NOTTAGE,2013-10-07,2013-07-19,Tunney,HOSPITALITY / RESTAURANT,SMG
2013,15306,7081,15001,Mr.,COURTNEY,C,NOTTAGE,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,2536,5045,2013-10-01,2013-12-31,2013-12-18,Alderman Mary O'Connor,500.00,15306,COURTNEY,NOTTAGE,2014-01-07,2013-12-18,O'Connor,HOSPITALITY / RESTAURANT,SMG
2013,15306,7081,15001,Mr.,COURTNEY,C,NOTTAGE,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,2537,5044,2013-10-01,2013-12-31,2013-12-18,Alderman JoAnn Thompson,500.00,15306,COURTNEY,NOTTAGE,2014-01-07,2013-12-18,Thompson,HOSPITALITY / RESTAURANT,SMG
2013,15306,7081,15001,Mr.,COURTNEY,C,NOTTAGE,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,2890,4256,2013-04-01,2013-06-30,2013-06-07,Alderman Joe Moore,250.00,15306,COURTNEY,NOTTAGE,2013-09-24,2013-06-07,Moore,HOSPITALITY / RESTAURANT,SMG
2013,15306,7081,15001,Mr.,COURTNEY,C,NOTTAGE,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,2924,5042,2013-10-01,2013-12-31,2013-11-14,Alderman Bob Fioretti,300.00,15306,COURTNEY,NOTTAGE,2014-01-07,2013-11-14,Fioretti,HOSPITALITY / RESTAURANT,SMG
2013,15306,7081,15001,Mr.,COURTNEY,C,NOTTAGE,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,4381,4247,2013-01-01,2013-03-31,2013-03-27,25th Ward Regular Democratic Organization,500.00,15306,COURTNEY,NOTTAGE,2013-09-24,2013-03-27,NA,HOSPITALITY / RESTAURANT,SMG
2013,15306,7081,15001,Mr.,COURTNEY,C,NOTTAGE,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,515,4253,2013-04-01,2013-06-30,2013-05-09,Alderman Will Burns,1000.00,15306,COURTNEY,NOTTAGE,2013-09-24,2013-05-09,Burns,HOSPITALITY / RESTAURANT,SMG
2013,15306,7081,15001,Mr.,COURTNEY,C,NOTTAGE,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,517,4249,2013-01-01,2013-03-31,2013-02-21,Alderman Richard Mell,300.00,15306,COURTNEY,NOTTAGE,2013-09-24,2013-02-21,Mell,HOSPITALITY / RESTAURANT,SMG
2013,15306,7081,15001,Mr.,COURTNEY,C,NOTTAGE,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,518,4248,2013-01-01,2013-03-31,2013-02-21,Alderman Brendan Reilly,500.00,15306,COURTNEY,NOTTAGE,2013-09-24,2013-02-21,Reilly,HOSPITALITY / RESTAURANT,SMG
2013,15306,7081,15001,Mr.,COURTNEY,C,NOTTAGE,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,519,4246,2013-01-01,2013-03-31,2013-02-21,"Alderman Proco ""Joe"" Moreno",300.00,15306,COURTNEY,NOTTAGE,2013-09-24,2013-02-21,Moreno,HOSPITALITY / RESTAURANT,SMG
2013,15306,7081,15001,Mr.,COURTNEY,C,NOTTAGE,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,553,5041,2013-10-01,2013-12-31,2013-10-10,Alderman Carrie Austin,500.00,15306,COURTNEY,NOTTAGE,2014-01-07,2013-10-10,Austin,HOSPITALITY / RESTAURANT,SMG
2013,15306,7081,15001,Mr.,COURTNEY,C,NOTTAGE,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,884,4258,2013-04-01,2013-06-30,2013-06-07,11th Ward Democratic Party,500.00,15306,COURTNEY,NOTTAGE,2013-09-24,2013-06-07,NA,HOSPITALITY / RESTAURANT,SMG
2013,15306,7081,15001,Mr.,COURTNEY,C,NOTTAGE,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,885,4257,2013-04-01,2013-06-30,2013-06-06,Alderman Mike Zalewski,500.00,15306,COURTNEY,NOTTAGE,2013-09-24,2013-06-06,Zalewski,HOSPITALITY / RESTAURANT,SMG
2013,15306,7081,15001,Mr.,COURTNEY,C,NOTTAGE,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,886,4255,2013-04-01,2013-06-30,2013-06-07,Alderman Walter Burnett,500.00,15306,COURTNEY,NOTTAGE,2013-09-24,2013-06-07,Burnett,HOSPITALITY / RESTAURANT,SMG
2013,15306,7081,15001,Mr.,COURTNEY,C,NOTTAGE,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,887,4254,2013-04-01,2013-06-30,2013-06-07,Alderman Patrick J. O'Connor,500.00,15306,COURTNEY,NOTTAGE,2013-09-24,2013-06-07,O'Connor,HOSPITALITY / RESTAURANT,SMG
2013,15306,7081,15001,Mr.,COURTNEY,C,NOTTAGE,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,928,5046,2013-10-01,2013-12-31,2013-12-18,Alderman Anthony Beale,500.00,15306,COURTNEY,NOTTAGE,2014-01-07,2013-12-18,Beale,HOSPITALITY / RESTAURANT,SMG
2013,15222,7081,15001,Mr.,COURTNEY,C,NOTTAGE,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,1315,4159,2013-01-01,2013-03-31,2013-03-12,Alderman Michelle Harris,500.00,15222,COURTNEY,NOTTAGE,2013-09-16,2013-03-12,Harris,HOSPITALITY / RESTAURANT,SMG
2013,15222,7081,15001,Mr.,COURTNEY,C,NOTTAGE,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,1316,4168,2013-04-01,2013-06-30,2013-06-07,Alderman Joe Moore,250.00,15222,COURTNEY,NOTTAGE,2013-09-16,2013-06-07,Moore,HOSPITALITY / RESTAURANT,SMG
2013,15222,7081,15001,Mr.,COURTNEY,C,NOTTAGE,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,1317,4165,2013-04-01,2013-06-30,2013-06-07,Alderman Patrick J. O'Connor,500.00,15222,COURTNEY,NOTTAGE,2013-09-16,2013-06-07,O'Connor,HOSPITALITY / RESTAURANT,SMG
2013,15222,7081,15001,Mr.,COURTNEY,C,NOTTAGE,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,1318,4164,2013-04-01,2013-06-30,2013-06-06,Alderman Mike Zalewski,500.00,15222,COURTNEY,NOTTAGE,2013-09-16,2013-06-06,Zalewski,HOSPITALITY / RESTAURANT,SMG
2013,15222,7081,15001,Mr.,COURTNEY,C,NOTTAGE,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,1701,4162,2013-04-01,2013-06-30,2013-06-07,Alderman Walter Burnett,500.00,15222,COURTNEY,NOTTAGE,2013-09-16,2013-06-07,Burnett,HOSPITALITY / RESTAURANT,SMG
2013,15222,7081,15001,Mr.,COURTNEY,C,NOTTAGE,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,2098,4161,2013-01-01,2013-03-31,2013-02-21,Alderman Jason Ervin,300.00,15222,COURTNEY,NOTTAGE,2013-09-16,2013-02-21,Ervin,HOSPITALITY / RESTAURANT,SMG
2013,15222,7081,15001,Mr.,COURTNEY,C,NOTTAGE,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,2099,4160,2013-01-01,2013-03-31,2013-01-16,Alderman George Cardenas,500.00,15222,COURTNEY,NOTTAGE,2013-09-16,2013-01-16,Cardenas,HOSPITALITY / RESTAURANT,SMG
2013,15222,7081,15001,Mr.,COURTNEY,C,NOTTAGE,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,2100,4158,2013-01-01,2013-03-31,2013-02-21,"Alderman Proco ""Joe"" Moreno",300.00,15222,COURTNEY,NOTTAGE,2013-09-16,2013-02-21,Moreno,HOSPITALITY / RESTAURANT,SMG
2013,15222,7081,15001,Mr.,COURTNEY,C,NOTTAGE,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,2101,4166,2013-04-01,2013-06-30,2013-06-07,Alderman Michele Smith,250.00,15222,COURTNEY,NOTTAGE,2013-09-16,2013-06-07,Smith,HOSPITALITY / RESTAURANT,SMG
2013,15222,7081,15001,Mr.,COURTNEY,C,NOTTAGE,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,2102,4163,2013-04-01,2013-06-30,2013-05-09,Alderman Will Burns,1000.00,15222,COURTNEY,NOTTAGE,2013-09-16,2013-05-09,Burns,HOSPITALITY / RESTAURANT,SMG
2013,15222,7081,15001,Mr.,COURTNEY,C,NOTTAGE,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,2508,4156,2013-01-01,2013-03-31,2013-02-21,Alderman Brendan Reilly,500.00,15222,COURTNEY,NOTTAGE,2013-09-16,2013-02-21,Reilly,HOSPITALITY / RESTAURANT,SMG
2013,15222,7081,15001,Mr.,COURTNEY,C,NOTTAGE,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,2509,4167,2013-04-01,2013-06-30,2013-06-07,11th Ward Democratic Party,500.00,15222,COURTNEY,NOTTAGE,2013-09-16,2013-06-07,NA,HOSPITALITY / RESTAURANT,SMG
2013,15222,7081,15001,Mr.,COURTNEY,C,NOTTAGE,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,2899,4157,2013-01-01,2013-03-31,2013-02-21,Alderman Richard Mell,300.00,15222,COURTNEY,NOTTAGE,2013-09-16,2013-02-21,Mell,HOSPITALITY / RESTAURANT,SMG
2013,15222,7081,15001,Mr.,COURTNEY,C,NOTTAGE,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,4383,4155,2013-01-01,2013-03-31,2013-03-27,25th Ward Regular Democratic Organization,500.00,15222,COURTNEY,NOTTAGE,2013-09-16,2013-03-27,NA,HOSPITALITY / RESTAURANT,SMG
2014,21561,7081,15001,Mr.,MICHAEL,J,KASPER,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,1009,7750,2014-07-01,2014-09-30,2014-08-12,Alderman Proco Joe Moreno (In-Kind Contribution),1210.70,21561,MICHAEL,KASPER,2014-10-27,2014-08-12,Moreno,HOSPITALITY / RESTAURANT,SMG
2014,21561,7081,15001,Mr.,MICHAEL,J,KASPER,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,1422,7743,2014-04-01,2014-06-30,2014-06-04,Alderman Will Burns,1000.00,21561,MICHAEL,KASPER,2014-10-27,2014-06-04,Burns,HOSPITALITY / RESTAURANT,SMG
2014,21561,7081,15001,Mr.,MICHAEL,J,KASPER,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,1423,7749,2014-07-01,2014-09-30,2014-07-17,Alderman Leslie Hairston,300.00,21561,MICHAEL,KASPER,2014-10-27,2014-07-17,Hairston,HOSPITALITY / RESTAURANT,SMG
2014,21561,7081,15001,Mr.,MICHAEL,J,KASPER,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,1424,7748,2014-07-01,2014-09-30,2014-09-05,Alderman Patrick J. O'Connor,200.00,21561,MICHAEL,KASPER,2014-10-27,2014-09-05,O'Connor,HOSPITALITY / RESTAURANT,SMG
2014,21561,7081,15001,Mr.,MICHAEL,J,KASPER,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,1425,7754,2014-01-01,2014-03-31,2014-03-12,Alderman Danny Solis,500.00,21561,MICHAEL,KASPER,2014-10-27,2014-03-12,Solis,HOSPITALITY / RESTAURANT,SMG
2014,21561,7081,15001,Mr.,MICHAEL,J,KASPER,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,1426,7751,2014-01-01,2014-03-31,2014-03-12,Alderman Michelle A. Harris,500.00,21561,MICHAEL,KASPER,2014-10-27,2014-03-12,Harris,HOSPITALITY / RESTAURANT,SMG
2014,21561,7081,15001,Mr.,MICHAEL,J,KASPER,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,1793,7741,2014-04-01,2014-06-30,2014-04-16,Alderman Mary O'Connor,200.00,21561,MICHAEL,KASPER,2014-10-27,2014-04-16,O'Connor,HOSPITALITY / RESTAURANT,SMG
2014,21561,7081,15001,Mr.,MICHAEL,J,KASPER,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,1794,7746,2014-07-01,2014-09-30,2014-07-16,Alderman Tom Tunney,500.00,21561,MICHAEL,KASPER,2014-10-27,2014-07-16,Tunney,HOSPITALITY / RESTAURANT,SMG
2014,21561,7081,15001,Mr.,MICHAEL,J,KASPER,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,1795,7756,2014-01-01,2014-03-31,2014-02-13,Alderman Patrick J. O'Connor,500.00,21561,MICHAEL,KASPER,2014-10-27,2014-02-13,O'Connor,HOSPITALITY / RESTAURANT,SMG
2014,21561,7081,15001,Mr.,MICHAEL,J,KASPER,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,2213,7745,2014-07-01,2014-09-30,2014-09-22,Alderman Deb Mell,300.00,21561,MICHAEL,KASPER,2014-10-27,2014-09-22,Mell,HOSPITALITY / RESTAURANT,SMG
2014,21561,7081,15001,Mr.,MICHAEL,J,KASPER,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,2214,7755,2014-01-01,2014-03-31,2014-02-13,Alderman Margaret Laurino,250.00,21561,MICHAEL,KASPER,2014-10-27,2014-02-13,Laurino,HOSPITALITY / RESTAURANT,SMG
2014,21561,7081,15001,Mr.,MICHAEL,J,KASPER,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,2615,7742,2014-04-01,2014-06-30,2014-06-04,Alderman Harry Osterman,300.00,21561,MICHAEL,KASPER,2014-10-27,2014-06-04,Osterman,HOSPITALITY / RESTAURANT,SMG
2014,21561,7081,15001,Mr.,MICHAEL,J,KASPER,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,3003,7744,2014-04-01,2014-06-30,2014-06-04,Alderman Ameya Pawar,300.00,21561,MICHAEL,KASPER,2014-10-27,2014-06-04,Pawar,HOSPITALITY / RESTAURANT,SMG
2014,21561,7081,15001,Mr.,MICHAEL,J,KASPER,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,3004,7747,2014-07-01,2014-09-30,2014-09-05,Alderman Walter Burnett,500.00,21561,MICHAEL,KASPER,2014-10-27,2014-09-05,Burnett,HOSPITALITY / RESTAURANT,SMG
2014,21561,7081,15001,Mr.,MICHAEL,J,KASPER,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,3005,7757,2014-01-01,2014-03-31,2014-03-12,11th Ward Democratic Party,500.00,21561,MICHAEL,KASPER,2014-10-27,2014-03-12,NA,HOSPITALITY / RESTAURANT,SMG
2014,21561,7081,15001,Mr.,MICHAEL,J,KASPER,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,3006,7753,2014-01-01,2014-03-31,2014-03-12,Alderman Tim Cullerton,250.00,21561,MICHAEL,KASPER,2014-10-27,2014-03-12,Cullerton,HOSPITALITY / RESTAURANT,SMG
2014,21561,7081,15001,Mr.,MICHAEL,J,KASPER,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,3007,7752,2014-01-01,2014-03-31,2014-02-13,Alderman James Cappleman,250.00,21561,MICHAEL,KASPER,2014-10-27,2014-02-13,Cappleman,HOSPITALITY / RESTAURANT,SMG
2012,10281,4095,15001,Mr.,MICHAEL,J,KASPER,,"Fletcher, O'Brien, Kasper & Nottage, PC",SMG,1215,1505,2012-01-01,2012-06-30,2012-06-05,Alderman Tom Tunney,250.00,10281,MICHAEL,KASPER,2012-12-21,2012-06-05,Tunney,HOSPITALITY / RESTAURANT,SMG
2012,10281,4095,15001,Mr.,MICHAEL,J,KASPER,,"Fletcher, O'Brien, Kasper & Nottage, PC",SMG,1614,1509,2012-07-01,2012-09-30,2012-09-13,Alderman Carrie Austin,500.00,10281,MICHAEL,KASPER,2012-12-21,2012-09-13,Austin,HOSPITALITY / RESTAURANT,SMG
2012,10281,4095,15001,Mr.,MICHAEL,J,KASPER,,"Fletcher, O'Brien, Kasper & Nottage, PC",SMG,2011,1502,2012-01-01,2012-06-30,2012-06-05,Alderman Patrick O'Connor,500.00,10281,MICHAEL,KASPER,2012-12-21,2012-06-05,O'Connor,HOSPITALITY / RESTAURANT,SMG
2012,10281,4095,15001,Mr.,MICHAEL,J,KASPER,,"Fletcher, O'Brien, Kasper & Nottage, PC",SMG,2012,1501,2012-01-01,2012-06-30,2012-03-02,Alderman Proco Joe Moreno,250.00,10281,MICHAEL,KASPER,2012-12-21,2012-03-02,Moreno,HOSPITALITY / RESTAURANT,SMG
2012,10281,4095,15001,Mr.,MICHAEL,J,KASPER,,"Fletcher, O'Brien, Kasper & Nottage, PC",SMG,2424,1504,2012-01-01,2012-06-30,2012-06-05,Alderman Richard Munoz,250.00,10281,MICHAEL,KASPER,2012-12-21,2012-06-05,Munoz,HOSPITALITY / RESTAURANT,SMG
2012,10281,4095,15001,Mr.,MICHAEL,J,KASPER,,"Fletcher, O'Brien, Kasper & Nottage, PC",SMG,436,1661,2012-10-01,2012-12-31,2012-12-10,Debra Silverstein,250.00,10281,MICHAEL,KASPER,2013-01-09,2012-12-10,Silverstein,HOSPITALITY / RESTAURANT,SMG
2012,10281,4095,15001,Mr.,MICHAEL,J,KASPER,,"Fletcher, O'Brien, Kasper & Nottage, PC",SMG,438,1506,2012-01-01,2012-06-30,2012-02-07,Alderman Richard Mell,300.00,10281,MICHAEL,KASPER,2012-12-21,2012-02-07,Mell,HOSPITALITY / RESTAURANT,SMG
2012,10281,4095,15001,Mr.,MICHAEL,J,KASPER,,"Fletcher, O'Brien, Kasper & Nottage, PC",SMG,439,1508,2012-07-01,2012-09-30,2012-09-13,"Alderman Walter Burnett, Jr.",300.00,10281,MICHAEL,KASPER,2012-12-21,2012-09-13,Burnett,HOSPITALITY / RESTAURANT,SMG
2012,10281,4095,15001,Mr.,MICHAEL,J,KASPER,,"Fletcher, O'Brien, Kasper & Nottage, PC",SMG,440,1507,2012-07-01,2012-09-30,2012-09-13,Alderman James Cappleman,250.00,10281,MICHAEL,KASPER,2012-12-21,2012-09-13,Cappleman,HOSPITALITY / RESTAURANT,SMG
2012,10281,4095,15001,Mr.,MICHAEL,J,KASPER,,"Fletcher, O'Brien, Kasper & Nottage, PC",SMG,55,1503,2012-01-01,2012-06-30,2012-06-05,Alderman Will Burns,500.00,10281,MICHAEL,KASPER,2012-12-21,2012-06-05,Burns,HOSPITALITY / RESTAURANT,SMG
2013,12983,7081,15001,,MICHAEL,J,KASPER,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,1262,2843,2013-01-01,2013-03-31,2013-02-21,Alderman Jason Ervin,300.00,12983,MICHAEL,KASPER,2013-05-01,2013-02-21,Ervin,HOSPITALITY / RESTAURANT,SMG
2013,12983,7081,15001,,MICHAEL,J,KASPER,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,1263,2841,2013-01-01,2013-03-31,2013-02-21,Alderman Richard Mell,300.00,12983,MICHAEL,KASPER,2013-05-01,2013-02-21,Mell,HOSPITALITY / RESTAURANT,SMG
2013,12983,7081,15001,,MICHAEL,J,KASPER,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,2463,2844,2013-01-01,2013-03-31,2013-03-27,25th Ward Regular Democratic Organization,500.00,12983,MICHAEL,KASPER,2013-05-01,2013-03-27,NA,HOSPITALITY / RESTAURANT,SMG
2013,12983,7081,15001,,MICHAEL,J,KASPER,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,864,2847,2013-01-01,2013-03-31,2013-02-21,"Alderman Proco ""Joe"" Moreno",300.00,12983,MICHAEL,KASPER,2013-05-01,2013-02-21,Moreno,HOSPITALITY / RESTAURANT,SMG
2013,12983,7081,15001,,MICHAEL,J,KASPER,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,93,2846,2013-01-01,2013-03-31,2013-01-16,Alderman George Cardenas,500.00,12983,MICHAEL,KASPER,2013-05-01,2013-01-16,Cardenas,HOSPITALITY / RESTAURANT,SMG
2013,12983,7081,15001,,MICHAEL,J,KASPER,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,94,2845,2013-01-01,2013-03-31,2013-03-12,Alderman Michelle Harris,500.00,12983,MICHAEL,KASPER,2013-05-01,2013-03-12,Harris,HOSPITALITY / RESTAURANT,SMG
2013,12983,7081,15001,,MICHAEL,J,KASPER,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,95,2842,2013-01-01,2013-03-31,2013-02-21,Alderman Brendan Reilly,500.00,12983,MICHAEL,KASPER,2013-05-01,2013-02-21,Reilly,HOSPITALITY / RESTAURANT,SMG
2013,15221,7081,15001,,MICHAEL,J,KASPER,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,1314,4144,2013-01-01,2013-03-31,2013-02-21,Alderman Richard Mell,300.00,15221,MICHAEL,KASPER,2013-09-16,2013-02-21,Mell,HOSPITALITY / RESTAURANT,SMG
2013,15221,7081,15001,,MICHAEL,J,KASPER,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,143,4145,2013-01-01,2013-03-31,2013-03-27,25th Ward Regular Democratic Organization,500.00,15221,MICHAEL,KASPER,2013-09-16,2013-03-27,NA,HOSPITALITY / RESTAURANT,SMG
